,index,url,표제어,단어1,단어2,단어3,단어4,단어5,단어6,단어7,단어8,단어9,단어10,단어11,단어12,확률1,확률2,확률3,확률4,확률5,확률6,확률7,확률8,확률9,확률10,확률11,확률12
15,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNRlZy4dUUwq1hwQXy8qxAzQeHz285LTYQoSUtIWn5c8iNkB1vuxzl4jVLmb0&s,가건물,temporary building,makeshift building,,,,,,,,,,,0.985802233,0.014197784,,,,,,,,,,
16,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNGF8yggVEnAL0t2hg5GnZVTVHOW3VijP-ovms6_T9cXy-f6vCL38rcetgFLQ&s,가건물,temporary building,makeshift building,,,,,,,,,,,0.588750124,0.411249876,,,,,,,,,,
17,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9MK2h58xcVZC5lnhBQw3lmv065o-CPNVIG9CvvCKHA0aI4IsckBdB3YFydw&s,가건물,temporary building,makeshift building,,,,,,,,,,,0.995276093,0.004723908,,,,,,,,,,
18,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_pBhwBoCu-7fl7_8HMIDByASAljfXitjaH6UecPZAqDfVFFaUjAAEU5l1dfI&s,가건물,temporary building,makeshift building,,,,,,,,,,,0.969530642,0.030469356,,,,,,,,,,
19,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTL6ZeDHuWOq8NDI_GXCQidWzNOC2UmR7cp1zvIHSz7va1LljgFtCfI3HalQ7s&s,가건물,temporary building,makeshift building,,,,,,,,,,,0.999272645,0.000727408,,,,,,,,,,
20,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQWSV27m6DbrxQ0ciUbTG1L_1mB9E1PRSECEIvfKG3wNACEuZ1Q4aYPzZP3Sec&s,가로대,crossbeam,crossbar,rail,,,,,,,,,,0.924388051,0.038700227,0.036911681,,,,,,,,,
21,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRB8MALR8skFW09y2qw4-bouemRYq1lQV2m9Y9YBh8dS_b0jynAzgJkOaNgOQ&s,가로대,crossbeam,crossbar,rail,,,,,,,,,,0.194324076,0.764346123,0.041329734,,,,,,,,,
22,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOOOz_F4l9HDlpp69ELNDzSdEWTFF7CksjQWzxjGOvLYgUDnkvf0zcbXh1BA&s,가로대,crossbeam,crossbar,rail,,,,,,,,,,0.79825604,0.087987512,0.113756411,,,,,,,,,
23,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTf3zb5CqDLcLKqbeY4L8W0gaSoMpYiqGz5udESO_ADBQlXBoZJqydUeifDORk&s,가로대,crossbeam,crossbar,rail,,,,,,,,,,0.487777144,0.41957286,0.092649989,,,,,,,,,
24,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRiRFuewvPSEuBSNlf-Xq3ouqTSeKgQTAPNChJFhnRscCndbfvRIWZYM3GcnA&s,가로대,crossbeam,crossbar,rail,,,,,,,,,,0.849041641,0.063003749,0.087954536,,,,,,,,,
25,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQign0OUJs9dEaL8acA08lhsXZwStYQdnupjj5NQWsP4Nf61TXZeFg8DvM5A&s,가로대,crossbeam,crossbar,rail,,,,,,,,,,0.227108136,0.369593203,0.403298706,,,,,,,,,
26,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcReVZ9gRRmtFJwVPPnBn2-NF6xNUuFPCiaV7vvtm7nrEI_DPj5R1mBeOzRd2g&s,가로대,crossbeam,crossbar,rail,,,,,,,,,,0.997379661,0.000983443,0.001636982,,,,,,,,,
27,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQd_Tp7GwFXYL4n1FACICO3eOxWtGcURsnz-nwKMWvlIRE2z-QwqpIuwJj3BIQ&s,가로대,crossbeam,crossbar,rail,,,,,,,,,,0.800913811,0.041094184,0.15799199,,,,,,,,,
28,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVzCaeJ8_R8pU3CqUBxENmXoyv-Tpudo8o-oHHw7AwQ0_Gv4CgL-4ACW52NLk&s,가로대,crossbeam,crossbar,rail,,,,,,,,,,0.788124025,0.111493155,0.100382745,,,,,,,,,
29,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdfk-w9UxhxE-t8u3AIjuS-U2cv1pe4zzQR_HeEO1d57ntQ5YFvuhZ7cjh6w&s,가로대,crossbeam,crossbar,rail,,,,,,,,,,0.958552659,0.018044461,0.023402857,,,,,,,,,
30,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5xhDwm2kSehOvJcEgQ3NUPHfsPNh15gA9i3Pdo_fmauuOEjR3sjXtk1I4BJc&s,가로대,crossbeam,crossbar,rail,,,,,,,,,,0.802369595,0.115843914,0.081786528,,,,,,,,,
31,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqNHizNRwt1OXh63AVWOXyE7w6SW9pwV0fydWm2qJOoyBpoCp03ZScHIoQLg&s,가로대,crossbeam,crossbar,rail,,,,,,,,,,0.58226645,0.208168224,0.209565341,,,,,,,,,
32,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDRoV2wHn6OSgcS2sFt-PgsJsURDHXQtVzyxkrTmp6X7jD9L8CNlSLB6o_c1s&s,가로대,crossbeam,crossbar,rail,,,,,,,,,,0.890905619,0.019530578,0.089563824,,,,,,,,,
33,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSy213Rp8KC5QBKMr7X7IwBBNOz0azQmEhJKDwlOpOYAtJPpr5CP5dXVaKDwBA&s,가로대,crossbeam,crossbar,rail,,,,,,,,,,0.45147267,0.274022728,0.274504483,,,,,,,,,
34,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1blWvqcIZtJ8X2kNuSu0TUWJ4ecS0dCHFo6zw4q0P-LN1F1VqskopfTojDg&s,가로대,crossbeam,crossbar,rail,,,,,,,,,,0.85836947,0.065929279,0.075701259,,,,,,,,,
35,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_w7W3LrCLWgt0vTfdpYJuonpd_4HBHf5uTnhyDqRYpZT-SzAKzfxHfM7otw&s,가로대,crossbeam,crossbar,rail,,,,,,,,,,0.954590261,0.016374679,0.029035097,,,,,,,,,
36,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbdvRYJrFRUza5LrWXJPdDYwSyEhEfS48WfZL4d7sjv9vVS3liUK7nookrUw&s,가로대,crossbeam,crossbar,rail,,,,,,,,,,0.3191607,0.571278393,0.109560929,,,,,,,,,
37,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZc6hE33Jn2yqyqVoXPgxzT-MtCM0A1O4S3M4y7PicucJJq7YARcf5r1FIRA&s,가로대,crossbeam,crossbar,rail,,,,,,,,,,0.886921942,0.081630394,0.031447623,,,,,,,,,
38,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRviGYFfnkxKwjYbjcgvnyIgF96VAOlhHU7PFgDMnZU8gvRxX0Aq1MdrNe4LD4&s,가로대,crossbeam,crossbar,rail,,,,,,,,,,0.198337927,0.192449957,0.60921216,,,,,,,,,
39,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcAU0i_-QhvBIB81U9MFCRGmF26IIhyuwPL8e6XX6zhTzsDDdqDYvxMuNgMig&s,가로대,crossbeam,crossbar,rail,,,,,,,,,,0.315800786,0.491048336,0.193150833,,,,,,,,,
40,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjujF4TFqzv8IxhJadRbULj9a-xZWBLsDlDM0Fi-dQhmmn4BXsxIre7vMHaSA&s,가로수,roadside trees,street trees,,,,,,,,,,,0.005633643,0.994366348,,,,,,,,,,
41,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROR0oLMJeFaao1e6mwLAW2az53FR5LwfSWCVY_wJMkHN85cPUzjFBmqY48Mg&s,가로수,roadside trees,street trees,,,,,,,,,,,0.121304862,0.87869513,,,,,,,,,,
42,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEIx-dIF7t06yi1QgtnMNw0S-t0CJ7mKhwzIwwmfrFg--o3yZFQDOhqs6D9qs&s,가로수,roadside trees,street trees,,,,,,,,,,,0.106931157,0.89306885,,,,,,,,,,
43,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSbMm7UHCOK00p2Pac52cZO1CDQqu9dzWj6aEVt8UbDwZSJW-Bq9Sod3W73Lw&s,가로수,roadside trees,street trees,,,,,,,,,,,0.008839898,0.991160095,,,,,,,,,,
44,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS05-hofrU6-xtXohg9o_akOnCCLc1OL-98byYzMqmD6UxqxqVd_gtmVFhteg&s,가로수,roadside trees,street trees,,,,,,,,,,,0.035237521,0.964762509,,,,,,,,,,
45,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPTclmeJFjN3CUmjcS3TUAOqucocJzaVJYNlo65i68O3HwCra0xIhwMsPUug&s,가로수,roadside trees,street trees,,,,,,,,,,,0.100013994,0.899986029,,,,,,,,,,
46,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDDvWrL6cupXqEAfIo19fcXr8_BYN0e0W9VHchdvt-a1rn8adL1Ao6iTeVwCY&s,가로수,roadside trees,street trees,,,,,,,,,,,0.020802587,0.979197443,,,,,,,,,,
47,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8sPpaJFtscQMsHpJthGHxmqX2R4sCDjNYm1qi0ppH61HVmo0DOWWVDILkAA&s,가로수,roadside trees,street trees,,,,,,,,,,,0.008612575,0.991387427,,,,,,,,,,
48,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHPzQFwDRUgeRc4V1JmmBLOCZ0YH3BUJeUhbwqMEwvLL90euweikBZ_Nl32g&s,가로수,roadside trees,street trees,,,,,,,,,,,0.398118019,0.601881981,,,,,,,,,,
49,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRfr2tq9LQonlnBbZiRb_Er7eXoPZTukOUQ8oOBeA07wvjQNB49TNVlMX9Cic&s,가로수,roadside trees,street trees,,,,,,,,,,,0.803536832,0.196463108,,,,,,,,,,
50,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQWBzpnCmHkBzK44YWbmBwQTQecud7SEuP2j_c5ztKf1K53iALp791aejpKw&s,가로수,roadside trees,street trees,,,,,,,,,,,0.018143365,0.981856644,,,,,,,,,,
51,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRzZPPkpH-ugO9eJQ09OaKJlPveWmTWkAZXr29I0hDc9KTm4t2h2Yp1aUGwkvU&s,가로수,roadside trees,street trees,,,,,,,,,,,0.006448286,0.993551731,,,,,,,,,,
52,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9UeSUBpK_yDlLDWRgExbKBFv-lshiw6cfojpRxwj76oN9Z89ibB5sFWTmv-4&s,가로수,roadside trees,street trees,,,,,,,,,,,0.005838186,0.994161785,,,,,,,,,,
53,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTRU1Xd_foafzPg9wPMjfA9ArNI4UUMZSfjuwIPZycsvMdWwA2ZwhRiwpqUCg&s,가로수,roadside trees,street trees,,,,,,,,,,,0.028205404,0.971794605,,,,,,,,,,
54,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxseB56zs5I0u-nsxFbInKrwoKPimsqmeCyG_SuGAeaaMC0dNx7zEyRbcMQQ&s,가로수,roadside trees,street trees,,,,,,,,,,,0.042977531,0.957022429,,,,,,,,,,
55,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTT_EMX3oPBIeCa6iIqWyxNECpBv-szVa_MRta9xCBQWTrVfGdsR-WjKWfPBg&s,가로수,roadside trees,street trees,,,,,,,,,,,0.067337245,0.932662785,,,,,,,,,,
56,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRaJIXaZ9RJi1O2xkBXLgqCYHvGUSWO6XPTwGgMQearP7pl0P7U2CicNJtEgUQ&s,가로수,roadside trees,street trees,,,,,,,,,,,0.041393951,0.958606005,,,,,,,,,,
57,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDDwOSI9pDpa03exwd0k6K0PV_Bv9-YZFRO1ty1YnR33s-THz5t-8012QSRw&s,가로수,roadside trees,street trees,,,,,,,,,,,0.130818009,0.86918205,,,,,,,,,,
58,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFiYHHldA6vvYAkQG0kwoSbdpDwhC1LWgv0M8ha7CoqjRdvuQ5JGAP_N-pFQ&s,가로수,roadside trees,street trees,,,,,,,,,,,0.030551219,0.969448745,,,,,,,,,,
59,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrq2V_q_fLxwyHJRtQdTRZzOF6lPbgDXI2UhHGDC_DwyET4-xuuQOsfL8J8V4&s,가로수,roadside trees,street trees,,,,,,,,,,,0.041615747,0.958384275,,,,,,,,,,
60,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOfzZJw1ft8A-cABUYmasXC1sW0Dxqaxw3pktp5xl0j1xTYSyZFJFscqD5pnc&s,가로쓰기,writing from left to right,writing laterally,,,,,,,,,,,0.479504198,0.520495892,,,,,,,,,,
61,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPAlI8n5SkS8vuvp7hZEUEkv4tbIF0dY-mGUabdcLtArDPw2ID0cCgDqbml-k&s,가로쓰기,writing from left to right,writing laterally,,,,,,,,,,,0.875020146,0.124979831,,,,,,,,,,
62,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStIe2YDjwScKS61yAKoJgnJAAgKbahk3Z6JqeUNAkiT7a1R0PDNnWJlLF4C8M&s,가로쓰기,writing from left to right,writing laterally,,,,,,,,,,,0.60199672,0.39800331,,,,,,,,,,
63,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRN2MntUk0lbEKe1ziM6YN7EEnlKWY4V86ZzPLgnFaL-sfkgB4vRPdE8xovAlc&s,가로쓰기,writing from left to right,writing laterally,,,,,,,,,,,0.757699847,0.242300168,,,,,,,,,,
64,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnkGP50ourDc0Wfv_lNmilmuVCShePY6BNAD_PQLQC0_oKbqawhj6W9j5MX08&s,가로쓰기,writing from left to right,writing laterally,,,,,,,,,,,0.899521649,0.100478306,,,,,,,,,,
65,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_zXXjduW-x_fqLyNjIm5EdbQUO3qfPv3dr15veLRavsjznCUUZg53cZCedw&s,가로쓰기,writing from left to right,writing laterally,,,,,,,,,,,0.882416785,0.117583215,,,,,,,,,,
66,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPPbEiF4GIeUs1zS_E9QNA2BDblUg-iznrGhEXUG89T3GVqKp61RBjj1vx5v4&s,가로쓰기,writing from left to right,writing laterally,,,,,,,,,,,0.829449594,0.170550346,,,,,,,,,,
67,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTGFEqfyU0U0NhdcaLEHkYmhTFPUj_5jqSP2euF-y4z0dWSsuRrrqGVqmYRy1g&s,가로쓰기,writing from left to right,writing laterally,,,,,,,,,,,0.19348377,0.806516171,,,,,,,,,,
68,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRARRFsccn10B4xCJn0cpvgLVZYnlmbdhokmw5MXeW4x1ZsdP0TyCzrHIx1Xw&s,가로쓰기,writing from left to right,writing laterally,,,,,,,,,,,0.018354062,0.981645882,,,,,,,,,,
69,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1-VdLWrmSwR7ENcVsUwleuaxa9VhRpD3LCqaZpT2Ai44EjrNpurvbzV0JLQ&s,가로쓰기,writing from left to right,writing laterally,,,,,,,,,,,0.564234436,0.435765475,,,,,,,,,,
70,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRH7WS2WalLLikcH4abVryXnbB-Q_Ed9_9IdEv5EnJjeTEEK5agnKZ-BQBRbf4&s,가로쓰기,writing from left to right,writing laterally,,,,,,,,,,,0.678412676,0.321587324,,,,,,,,,,
71,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXI1UeXH0CefK42ssx1dzrUc2pyXunQiZlPA5SoyWk9o7lpWyyWJ8_L5fYDzk&s,가로쓰기,writing from left to right,writing laterally,,,,,,,,,,,0.181563705,0.818436205,,,,,,,,,,
72,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRts0sjSasQkoMrtXhB5rLbwtS8AClVW1GJ3RvZrl1GbhN67ApFvSTrAVQECQ&s,가로쓰기,writing from left to right,writing laterally,,,,,,,,,,,0.897245646,0.102754362,,,,,,,,,,
73,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTb4_MFyQb2Zyz3io03L9cm5AI0DNFhjch-b86M2FqYDpXkK5EAy6AyasTQrQ&s,가로쓰기,writing from left to right,writing laterally,,,,,,,,,,,0.218718916,0.781281114,,,,,,,,,,
74,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSO1WMoAE-wXTUIEnCPCrZcX3f_ivoDTm4UK7_SJquJHCuUC83Q67jJORWNXYs&s,가로쓰기,writing from left to right,writing laterally,,,,,,,,,,,0.519286096,0.480713844,,,,,,,,,,
75,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTtyJi0KGDnB2mVCjyz0cjV66bQd-T9ydrqR5DZc_B3ARfwXMk6fYCyB4X5fA&s,가로쓰기,writing from left to right,writing laterally,,,,,,,,,,,0.736361384,0.263638645,,,,,,,,,,
76,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZwW6TJUESNaK4xuQc4t6YDvehCAo8vPFfmy5VhOJonYFTs6khWuc1HkXxeQ&s,가로쓰기,writing from left to right,writing laterally,,,,,,,,,,,0.482711494,0.517288446,,,,,,,,,,
77,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-B02H2rLlO1QFlh2RJH5bowCCGn4P06vHRX7YQz08R6ff_2uzVIE7llZ1ag&s,가로쓰기,writing from left to right,writing laterally,,,,,,,,,,,0.641763151,0.358236849,,,,,,,,,,
78,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTAk-N8hAVFriQc1DwOe6NEt68lMMOEUnKOZv6CSFRSPPBbLYrPGwKxWbIUnQ&s,가로쓰기,writing from left to right,writing laterally,,,,,,,,,,,0.644751251,0.355248719,,,,,,,,,,
79,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3aCU3lRfgyUeCsUskLJdXN8aTVNV9x3EG5nQIjN6f0hZkGmx43tkwMdxEGw&s,가로쓰기,writing from left to right,writing laterally,,,,,,,,,,,0.620055139,0.379944831,,,,,,,,,,
80,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKk_olpLTPrtBTTWbrQb-q2LIagJ6jg6nDCcS2UuHBV3c4-OaDIzVuLCVIzQ&s,가리개,screen,shield,shade,mask,,,,,,,,,0.805366933,0.081190296,0.072571285,0.0408714,,,,,,,,
81,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQokFihaeuhxjY3n2hGgPDXLZoQ5ohBLu-7cGimH6ZZ9-4EpuVmc3I5sSXNJA&s,가리개,screen,shield,shade,mask,,,,,,,,,0.953120947,0.033302262,0.005785333,0.007791434,,,,,,,,
82,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHt4nCG8gn_MkyWwT5NGcXRIvq24bR8B_4wKwNsHIfA57kIB4QrWNWGlCvog&s,가리개,screen,shield,shade,mask,,,,,,,,,0.959747612,0.025902288,0.009454332,0.004895767,,,,,,,,
83,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwI5ZW6SRnCwx9Z3PPQUG2q1YGOM_xcQimGzOPoKhbqI8Lm82B_JFKRwrRy2E&s,가리개,screen,shield,shade,mask,,,,,,,,,0.94178164,0.049830794,0.002605566,0.005782113,,,,,,,,
84,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1Z7wkYh6BxeqO-rU7pi3RFAnHhkX23bxoedgs9TgrPdMxiHWkoX9WggWO0A&s,가리개,screen,shield,shade,mask,,,,,,,,,0.852226794,0.12391144,0.00702718,0.016834484,,,,,,,,
85,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQd4Iu20jZg7xJRpWa6dK86Gv-1yRpQqDBXe4DlidqAvu_8byDFhaw4p9oamw&s,가리개,screen,shield,shade,mask,,,,,,,,,0.896564007,0.053125411,0.012979147,0.03733151,,,,,,,,
86,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSITb2x4ro-hciKNNtns1lRusGns1FXSUjhtHMwQ2OWiBF3taqt22h7bCx4rYU&s,가리개,screen,shield,shade,mask,,,,,,,,,0.784227192,0.198989883,0.007859469,0.008923425,,,,,,,,
87,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmV2zfOfb3TUBS2rLkSGXkSRpMGm7Gb9s74dXk1lqehnZ8Lp2IgNITAUux_Q&s,가리개,screen,shield,shade,mask,,,,,,,,,0.773294091,0.183629662,0.024881406,0.018194774,,,,,,,,
88,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRW5hE0z2h6S1r1I9bRfK58oiNThI4FHAI3KVJ9viz_OjtoRHUHPmmCfU_iDoE&s,가리개,screen,shield,shade,mask,,,,,,,,,0.435980409,0.497918546,0.026844237,0.039256874,,,,,,,,
89,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQI4I1legxoKr6BxHeY0CH3DiX6m2YDKzw0BXV1XvFKGhbFV8LYGG_ZCZQ3eQ&s,가리개,screen,shield,shade,mask,,,,,,,,,0.90287286,0.076173179,0.009912175,0.011041876,,,,,,,,
90,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRN_0nZ4grcbKpMSKu7HB6LysSGp0VtiJv-xLHTY-D5YSAPEvUtm9meZGmhpM8&s,가리개,screen,shield,shade,mask,,,,,,,,,0.752787054,0.106002726,0.106187075,0.035023123,,,,,,,,
91,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNX4QRnSjIHXaH3T8PzmxCAzW2YcOSJ2SQXcAmBDBWoMaowEpu6Z-xvVtgXw&s,가리개,screen,shield,shade,mask,,,,,,,,,0.666856706,0.185609758,0.130244523,0.017288979,,,,,,,,
